timestamp,cps,cps_err,usv_hr
1776900684.6554403,9.0,2.1213203435596424,0.112806
1776900686.7132883,6.5,1.8027756377319946,0.081471
1776900688.6968966,11.0,2.345207879911715,0.137874
1776900690.725643,9.5,2.179449471770337,0.119073
1776900692.7698312,12.0,2.449489742783178,0.150408
1776900694.788267,10.0,2.23606797749979,0.12534
1776900696.776636,9.0,2.1213203435596424,0.112806
1776900698.7989378,8.5,2.0615528128088303,0.106539
1776900700.8187203,6.0,1.7320508075688772,0.075204
1776900702.8649864,10.0,2.23606797749979,0.12534
1776900704.8814588,4.0,1.4142135623730951,0.050136
1776900706.8921578,8.0,2.0,0.100272
1776900708.8687649,14.5,2.692582403567252,0.181743
1776900710.9342096,9.0,2.1213203435596424,0.112806
1776900712.9254413,9.0,2.1213203435596424,0.112806
1776900714.94113,9.0,2.1213203435596424,0.112806
1776900716.9533165,7.5,1.9364916731037085,0.094005
1776900718.9832292,6.5,1.8027756377319946,0.081471
1776900720.9988465,10.0,2.23606797749979,0.12534
1776900723.0273254,9.5,2.179449471770337,0.119073
1776900725.0604894,14.0,2.6457513110645907,0.175476
1776900727.0770826,10.0,2.23606797749979,0.12534
1776900729.0522435,8.5,2.0615528128088303,0.106539
1776900731.095842,8.0,2.0,0.100272
1776900733.0842211,4.0,1.4142135623730951,0.050136
1776900735.0977776,10.0,2.23606797749979,0.12534
1776900737.1537795,7.0,1.8708286933869707,0.087738
1776900739.1387255,9.0,2.1213203435596424,0.112806
1776900741.1513746,8.5,2.0615528128088303,0.106539
1776900743.196846,6.0,1.7320508075688772,0.075204
1776900745.2317762,9.0,2.1213203435596424,0.112806
1776900747.247589,6.0,1.7320508075688772,0.075204
1776900749.2317536,7.5,1.9364916731037085,0.094005
1776900751.2700114,5.5,1.6583123951777,0.068937
1776900753.2930593,11.5,2.3979157616563596,0.144141
1776900755.3037937,4.5,1.5,0.056403
1776900757.3401697,5.5,1.6583123951777,0.068937
1776900759.3250177,12.5,2.5,0.156675
1776900761.3494225,8.0,2.0,0.100272
1776900763.3552353,8.0,2.0,0.100272
1776900765.3659406,10.0,2.23606797749979,0.12534
1776900767.3997304,9.5,2.179449471770337,0.119073
1776900769.425752,9.5,2.179449471770337,0.119073
1776900771.4395378,9.0,2.1213203435596424,0.112806
1776900773.4310248,10.0,2.23606797749979,0.12534
1776900775.499841,5.0,1.5811388300841898,0.06267
1776900777.480137,8.5,2.0615528128088303,0.106539
1776900779.5172975,5.0,1.5811388300841898,0.06267
1776900781.5312958,8.5,2.0615528128088303,0.106539
1776900783.5579448,9.0,2.1213203435596424,0.112806
1776900785.5769892,5.5,1.6583123951777,0.068937
1776900787.5649447,9.0,2.1213203435596424,0.112806
1776900789.601489,6.5,1.8027756377319946,0.081471
1776900791.5918443,4.0,1.4142135623730951,0.050136
1776900793.6161544,8.5,2.0615528128088303,0.106539
1776900795.634791,4.5,1.5,0.056403
1776900797.6714077,8.0,2.0,0.100272
1776900799.6885867,11.0,2.345207879911715,0.137874
1776900801.7180603,10.5,2.29128784747792,0.131607
1776900803.7119167,6.5,1.8027756377319946,0.081471
1776900805.7285702,7.5,1.9364916731037085,0.094005
1776900807.7311308,6.0,1.7320508075688772,0.075204
1776900809.7450106,7.5,1.9364916731037085,0.094005
1776900811.8103256,9.0,2.1213203435596424,0.112806
1776900813.8008642,8.5,2.0615528128088303,0.106539
1776900815.828569,5.0,1.5811388300841898,0.06267
1776900817.8220549,7.5,1.9364916731037085,0.094005
1776900819.86361,3.5,1.3228756555322954,0.043869
1776900821.8767335,5.0,1.5811388300841898,0.06267
1776900823.911912,9.5,2.179449471770337,0.119073
1776900825.8883553,4.0,1.4142135623730951,0.050136
1776900827.9206944,6.0,1.7320508075688772,0.075204
1776900829.9476755,9.5,2.179449471770337,0.119073
1776900831.9316208,7.5,1.9364916731037085,0.094005
1776900833.9518723,5.0,1.5811388300841898,0.06267
1776900835.9635935,7.0,1.8708286933869707,0.087738
1776900837.9977782,7.5,1.9364916731037085,0.094005
1776900840.0168033,3.0,1.224744871391589,0.037602
1776900842.0448713,6.0,1.7320508075688772,0.075204
1776900844.0397856,7.5,1.9364916731037085,0.094005
1776900846.0505452,7.5,1.9364916731037085,0.094005
1776900848.0839896,5.0,1.5811388300841898,0.06267
1776900850.0961564,4.0,1.4142135623730951,0.050136
1776900852.109976,3.5,1.3228756555322954,0.043869
1776900854.146086,4.0,1.4142135623730951,0.050136
1776900856.166126,4.0,1.4142135623730951,0.050136
1776900858.1994746,7.5,1.9364916731037085,0.094005
1776900860.2039542,4.0,1.4142135623730951,0.050136
1776900862.216695,5.5,1.6583123951777,0.068937
1776900864.242952,7.5,1.9364916731037085,0.094005
1776900866.2665946,4.0,1.4142135623730951,0.050136
1776900868.2892623,5.0,1.5811388300841898,0.06267
1776900870.270401,4.5,1.5,0.056403
1776900872.3156645,4.5,1.5,0.056403
1776900874.3356755,10.0,2.23606797749979,0.12534
1776900876.3659136,5.5,1.6583123951777,0.068937
1776900878.3487854,5.0,1.5811388300841898,0.06267
1776900880.360713,4.5,1.5,0.056403
1776900882.3997886,6.0,1.7320508075688772,0.075204
1776900884.4199018,6.0,1.7320508075688772,0.075204
1776900886.4389012,6.0,1.7320508075688772,0.075204
1776900888.4541323,7.0,1.8708286933869707,0.087738
1776900890.4643514,4.0,1.4142135623730951,0.050136
1776900892.4983335,4.5,1.5,0.056403
1776900894.4769552,4.0,1.4142135623730951,0.050136
1776900896.4947593,6.5,1.8027756377319946,0.081471
1776900898.5281425,6.0,1.7320508075688772,0.075204
1776900900.5407813,4.5,1.5,0.056403
1776900902.5662665,8.5,2.0615528128088303,0.106539
1776900904.610304,6.0,1.7320508075688772,0.075204
1776900906.5909965,3.5,1.3228756555322954,0.043869
1776900908.632658,6.5,1.8027756377319946,0.081471
1776900910.6448493,9.0,2.1213203435596424,0.112806
1776900912.6663694,5.5,1.6583123951777,0.068937
1776900914.6837862,6.5,1.8027756377319946,0.081471
1776900916.699225,9.0,2.1213203435596424,0.112806
1776900918.7192764,8.0,2.0,0.100272
1776900920.70575,7.0,1.8708286933869707,0.087738
1776900922.730176,4.0,1.4142135623730951,0.050136
1776900924.747376,5.5,1.6583123951777,0.068937
1776900926.7871957,5.0,1.5811388300841898,0.06267
1776900928.8201816,3.5,1.3228756555322954,0.043869
1776900930.833518,4.0,1.4142135623730951,0.050136
1776900932.836697,8.0,2.0,0.100272
1776900934.8468454,8.0,2.0,0.100272
1776900936.862385,6.5,1.8027756377319946,0.081471
1776900938.9050446,11.0,2.345207879911715,0.137874
1776900940.9187567,9.5,2.179449471770337,0.119073
1776900942.9410756,5.5,1.6583123951777,0.068937
1776900944.9161015,7.0,1.8708286933869707,0.087738
1776900946.931543,8.0,2.0,0.100272
1776900948.9647977,8.0,2.0,0.100272
1776900950.9736433,6.0,1.7320508075688772,0.075204
1776900953.0077105,5.5,1.6583123951777,0.068937
1776900955.022621,8.0,2.0,0.100272
1776900957.0355258,7.0,1.8708286933869707,0.087738
1776900959.0678642,4.5,1.5,0.056403
1776900961.082202,4.5,1.5,0.056403
1776900963.112954,8.5,2.0615528128088303,0.106539
1776900965.1026523,7.5,1.9364916731037085,0.094005
1776900967.1171472,7.5,1.9364916731037085,0.094005
1776900969.1604488,8.5,2.0615528128088303,0.106539
1776900971.1415076,4.5,1.5,0.056403
1776900973.1808023,6.0,1.7320508075688772,0.075204
1776900975.1970763,3.0,1.224744871391589,0.037602
1776900977.1944718,9.0,2.1213203435596424,0.112806
1776900979.2134376,6.0,1.7320508075688772,0.075204
1776900981.2268784,5.0,1.5811388300841898,0.06267
1776900983.2697222,5.5,1.6583123951777,0.068937
1776900985.283734,6.0,1.7320508075688772,0.075204
1776900987.2956147,5.0,1.5811388300841898,0.06267
1776900989.3323255,11.0,2.345207879911715,0.137874
1776900991.3468077,3.5,1.3228756555322954,0.043869
1776900993.3360014,7.0,1.8708286933869707,0.087738
1776900995.3472097,6.0,1.7320508075688772,0.075204
1776900997.4191713,8.0,2.0,0.100272
1776900999.392214,8.5,2.0615528128088303,0.106539
1776901001.4082556,10.5,2.29128784747792,0.131607
1776901003.465663,5.0,1.5811388300841898,0.06267
1776901005.4562309,7.5,1.9364916731037085,0.094005
1776901007.4752538,3.5,1.3228756555322954,0.043869
1776901009.5005603,6.5,1.8027756377319946,0.081471
1776901011.533354,7.0,1.8708286933869707,0.087738
1776901013.5070946,6.0,1.7320508075688772,0.075204
1776901015.5707815,6.0,1.7320508075688772,0.075204
1776901017.569146,7.5,1.9364916731037085,0.094005
1776901019.5838559,5.0,1.5811388300841898,0.06267
1776901021.5960138,7.0,1.8708286933869707,0.087738
1776901023.605327,5.0,1.5811388300841898,0.06267
1776901025.6204998,5.5,1.6583123951777,0.068937
1776901027.6589966,9.5,2.179449471770337,0.119073
1776901029.6487317,8.0,2.0,0.100272
1776901031.7117176,5.0,1.5811388300841898,0.06267
1776901033.7087207,7.5,1.9364916731037085,0.094005
1776901035.7198994,5.0,1.5811388300841898,0.06267
1776901037.7625864,5.5,1.6583123951777,0.068937
1776901039.7644618,4.5,1.5,0.056403
1776901041.76142,4.0,1.4142135623730951,0.050136
1776901043.8075418,8.0,2.0,0.100272
1776901045.8225772,5.5,1.6583123951777,0.068937
1776901047.8317473,6.5,1.8027756377319946,0.081471
1776901049.8464656,6.0,1.7320508075688772,0.075204
1776901051.8684273,5.5,1.6583123951777,0.068937
1776901053.8568819,9.0,2.1213203435596424,0.112806
1776901055.8817317,9.0,2.1213203435596424,0.112806
1776901057.9290104,5.5,1.6583123951777,0.068937
1776901059.918823,4.5,1.5,0.056403
1776901061.9292831,8.5,2.0615528128088303,0.106539
1776901063.9489179,5.0,1.5811388300841898,0.06267
1776901065.9910247,10.0,2.23606797749979,0.12534
1776901068.0206397,4.5,1.5,0.056403
1776901070.044875,5.5,1.6583123951777,0.068937
1776901072.0315354,7.5,1.9364916731037085,0.094005
1776901074.0517278,10.5,2.29128784747792,0.131607
1776901076.06781,7.0,1.8708286933869707,0.087738
1776901078.0692432,7.0,1.8708286933869707,0.087738
1776901080.087077,5.5,1.6583123951777,0.068937
1776901082.1088932,4.5,1.5,0.056403
1776901084.156956,6.5,1.8027756377319946,0.081471
1776901086.1679332,9.0,2.1213203435596424,0.112806
1776901088.144854,4.0,1.4142135623730951,0.050136
1776901090.1610289,6.5,1.8027756377319946,0.081471
1776901092.2290902,9.0,2.1213203435596424,0.112806
1776901094.2129698,8.5,2.0615528128088303,0.106539
1776901096.231093,7.5,1.9364916731037085,0.094005
1776901098.273363,9.0,2.1213203435596424,0.112806
1776901100.2555194,9.0,2.1213203435596424,0.112806
1776901102.2647648,9.0,2.1213203435596424,0.112806
1776901104.2948153,7.5,1.9364916731037085,0.094005
1776901106.3195965,7.0,1.8708286933869707,0.087738
1776901108.3521192,9.5,2.179449471770337,0.119073
1776901110.3747394,6.0,1.7320508075688772,0.075204
1776901112.372215,8.0,2.0,0.100272
1776901114.4002922,8.0,2.0,0.100272
1776901116.4172437,8.5,2.0615528128088303,0.106539
1776901118.3995862,16.0,2.8284271247461903,0.200544
1776901120.4201536,6.0,1.7320508075688772,0.075204
1776901122.459482,8.0,2.0,0.100272
1776901124.4871802,7.5,1.9364916731037085,0.094005
1776901126.5085442,9.5,2.179449471770337,0.119073
1776901128.4972427,7.5,1.9364916731037085,0.094005
1776901130.513264,11.0,2.345207879911715,0.137874
1776901132.5606384,8.0,2.0,0.100272
1776901134.580913,7.5,1.9364916731037085,0.094005
1776901136.595786,9.0,2.1213203435596424,0.112806
1776901138.5704916,9.0,2.1213203435596424,0.112806
1776901140.6359668,8.5,2.0615528128088303,0.106539
1776901142.658761,9.0,2.1213203435596424,0.112806
1776901144.6393137,9.5,2.179449471770337,0.119073
1776901146.6505675,9.0,2.1213203435596424,0.112806
1776901148.6748288,7.5,1.9364916731037085,0.094005
1776901150.6945722,8.5,2.0615528128088303,0.106539
1776901152.7202826,6.0,1.7320508075688772,0.075204
1776901154.7528777,10.5,2.29128784747792,0.131607
1776901156.7373698,12.5,2.5,0.156675
1776901158.76227,4.5,1.5,0.056403
1776901160.7856002,10.5,2.29128784747792,0.131607
1776901162.7764218,11.0,2.345207879911715,0.137874
1776901164.7931902,8.5,2.0615528128088303,0.106539
1776901166.8264647,8.5,2.0615528128088303,0.106539
1776901168.8632817,8.0,2.0,0.100272
1776901170.8766959,7.0,1.8708286933869707,0.087738
1776901172.9104578,9.0,2.1213203435596424,0.112806
1776901174.921088,11.0,2.345207879911715,0.137874
1776901176.9358497,8.5,2.0615528128088303,0.106539
1776901178.9218397,9.0,2.1213203435596424,0.112806
1776901180.9389052,12.5,2.5,0.156675
1776901182.9678404,10.5,2.29128784747792,0.131607
1776901184.9997082,8.5,2.0615528128088303,0.106539
1776901187.0119395,9.5,2.179449471770337,0.119073
1776901189.0094588,10.0,2.23606797749979,0.12534
1776901191.0231528,6.5,1.8027756377319946,0.081471
1776901193.0500846,7.0,1.8708286933869707,0.087738
1776901195.0791295,10.5,2.29128784747792,0.131607
1776901197.0840402,11.5,2.3979157616563596,0.144141
1776901199.110818,11.5,2.3979157616563596,0.144141
1776901201.1442451,9.0,2.1213203435596424,0.112806
1776901203.1200235,8.5,2.0615528128088303,0.106539
1776901205.142868,12.0,2.449489742783178,0.150408
1776901207.1558173,11.5,2.3979157616563596,0.144141
1776901209.1849968,11.5,2.3979157616563596,0.144141
1776901211.1953216,12.5,2.5,0.156675
1776901213.2481415,7.5,1.9364916731037085,0.094005
1776901215.241883,9.0,2.1213203435596424,0.112806
1776901217.2572267,9.0,2.1213203435596424,0.112806
1776901219.3054464,7.5,1.9364916731037085,0.094005
1776901221.2934563,9.0,2.1213203435596424,0.112806
1776901223.314669,5.5,1.6583123951777,0.068937
1776901225.33273,7.5,1.9364916731037085,0.094005
1776901227.3767292,11.5,2.3979157616563596,0.144141
1776901229.3534234,8.0,2.0,0.100272
1776901231.3680942,6.5,1.8027756377319946,0.081471
1776901233.3765862,11.5,2.3979157616563596,0.144141
1776901235.3959033,12.5,2.5,0.156675
1776901237.4198806,7.5,1.9364916731037085,0.094005
1776901239.4420614,12.0,2.449489742783178,0.150408
1776901241.4542058,10.5,2.29128784747792,0.131607
1776901243.497857,8.0,2.0,0.100272
1776901245.511634,7.5,1.9364916731037085,0.094005
1776901247.5495486,9.0,2.1213203435596424,0.112806
1776901249.5436242,4.0,1.4142135623730951,0.050136
1776901251.558664,10.0,2.23606797749979,0.12534
1776901253.5436864,5.0,1.5811388300841898,0.06267
1776901255.5692391,8.5,2.0615528128088303,0.106539
1776901257.6102457,7.0,1.8708286933869707,0.087738
1776901259.6314383,10.0,2.23606797749979,0.12534
1776901261.615826,4.5,1.5,0.056403
1776901263.642459,4.0,1.4142135623730951,0.050136
1776901265.6587665,6.0,1.7320508075688772,0.075204
1776901267.6889956,5.0,1.5811388300841898,0.06267
1776901269.7080173,8.0,2.0,0.100272
1776901271.7234433,7.0,1.8708286933869707,0.087738
1776901273.7462106,5.5,1.6583123951777,0.068937
1776901275.757011,7.5,1.9364916731037085,0.094005
1776901277.7669842,5.5,1.6583123951777,0.068937
1776901279.7825882,9.0,2.1213203435596424,0.112806
1776901281.803505,6.0,1.7320508075688772,0.075204
1776901283.798485,6.0,1.7320508075688772,0.075204
1776901285.8667507,8.0,2.0,0.100272
1776901287.8490155,6.5,1.8027756377319946,0.081471
1776901289.8668354,7.0,1.8708286933869707,0.087738
1776901291.8829799,9.5,2.179449471770337,0.119073
1776901293.9129283,6.5,1.8027756377319946,0.081471
1776901295.9232607,8.5,2.0615528128088303,0.106539
1776901297.921855,6.0,1.7320508075688772,0.075204
1776901299.9364552,7.5,1.9364916731037085,0.094005
1776901302.0028973,8.5,2.0615528128088303,0.106539
1776901303.9926507,7.5,1.9364916731037085,0.094005
1776901306.0065618,6.5,1.8027756377319946,0.081471
1776901308.0286307,7.5,1.9364916731037085,0.094005
1776901310.0675733,7.5,1.9364916731037085,0.094005
1776901312.0827072,6.0,1.7320508075688772,0.075204
1776901314.0643914,4.0,1.4142135623730951,0.050136
1776901316.1231458,8.5,2.0615528128088303,0.106539
1776901318.1279397,3.5,1.3228756555322954,0.043869
1776901320.1384842,6.0,1.7320508075688772,0.075204
1776901322.1555333,8.0,2.0,0.100272
1776901324.1795683,7.0,1.8708286933869707,0.087738
1776901326.1943197,10.0,2.23606797749979,0.12534
1776901328.2344182,10.5,2.29128784747792,0.131607
1776901330.2236886,7.0,1.8708286933869707,0.087738
1776901332.2328255,7.5,1.9364916731037085,0.094005
1776901334.253664,10.0,2.23606797749979,0.12534
1776901336.2854862,7.5,1.9364916731037085,0.094005
1776901338.3110542,9.0,2.1213203435596424,0.112806
1776901340.323633,10.0,2.23606797749979,0.12534
1776901342.314188,8.5,2.0615528128088303,0.106539
1776901344.337406,8.0,2.0,0.100272
1776901346.3573644,11.5,2.3979157616563596,0.144141
1776901348.359103,11.0,2.345207879911715,0.137874
1776901350.3797176,13.5,2.598076211353316,0.169209
1776901352.400249,18.0,3.0,0.225612
1776901354.4387925,12.5,2.5,0.156675
1776901356.453894,16.0,2.8284271247461903,0.200544
1776901358.4446394,18.5,3.0413812651491097,0.231879
1776901360.462076,16.0,2.8284271247461903,0.200544
1776901362.4961803,13.0,2.5495097567963922,0.162942
1776901364.5291545,16.5,2.8722813232690143,0.206811
1776901366.5509458,12.5,2.5,0.156675
1776901368.5782642,5.0,1.5811388300841898,0.06267
1776901370.5638275,9.0,2.1213203435596424,0.112806
1776901372.5991943,16.0,2.8284271247461903,0.200544
1776901374.6181464,14.0,2.6457513110645907,0.175476
1776901376.6048439,9.5,2.179449471770337,0.119073
1776901378.6291578,10.0,2.23606797749979,0.12534
1776901380.6442347,9.0,2.1213203435596424,0.112806
1776901382.6940303,13.0,2.5495097567963922,0.162942
1776901384.7052627,5.5,1.6583123951777,0.068937
1776901386.74885,13.5,2.598076211353316,0.169209
1776901388.752179,6.0,1.7320508075688772,0.075204
1776901390.7657933,11.0,2.345207879911715,0.137874
1776901392.800195,11.5,2.3979157616563596,0.144141
1776901394.7880883,8.0,2.0,0.100272
1776901396.8029568,7.5,1.9364916731037085,0.094005
1776901398.8284519,9.0,2.1213203435596424,0.112806
1776901400.8670034,6.0,1.7320508075688772,0.075204
1776901402.8411436,12.0,2.449489742783178,0.150408
1776901404.85953,9.5,2.179449471770337,0.119073
1776901406.8881185,11.0,2.345207879911715,0.137874
1776901408.9173005,8.5,2.0615528128088303,0.106539
1776901410.9317377,7.0,1.8708286933869707,0.087738
1776901412.9216208,4.5,1.5,0.056403
1776901414.9416997,4.0,1.4142135623730951,0.050136
1776901416.9610155,3.5,1.3228756555322954,0.043869
1776901419.0081785,4.5,1.5,0.056403
1776901421.0226047,3.0,1.224744871391589,0.037602
1776901423.053411,5.0,1.5811388300841898,0.06267
1776901425.0761118,5.5,1.6583123951777,0.068937
1776901427.0900247,4.0,1.4142135623730951,0.050136
1776901429.0792246,3.0,1.224744871391589,0.037602
1776901431.088429,3.5,1.3228756555322954,0.043869
1776901433.1348903,6.0,1.7320508075688772,0.075204
1776901435.159527,5.0,1.5811388300841898,0.06267
1776901437.1820292,5.0,1.5811388300841898,0.06267
1776901439.160848,6.5,1.8027756377319946,0.081471
1776901441.1976728,8.0,2.0,0.100272
1776901443.1928878,8.5,2.0615528128088303,0.106539
1776901445.2043126,8.5,2.0615528128088303,0.106539
1776901447.2263258,5.0,1.5811388300841898,0.06267
1776901449.2584796,8.0,2.0,0.100272
1776901451.2773862,10.5,2.29128784747792,0.131607
1776901453.306771,8.5,2.0615528128088303,0.106539
1776901455.3255534,4.5,1.5,0.056403
1776901457.3461373,5.5,1.6583123951777,0.068937
1776901459.3683865,9.5,2.179449471770337,0.119073
1776901461.3820264,9.0,2.1213203435596424,0.112806
1776901463.41428,9.5,2.179449471770337,0.119073
1776901465.3833,5.5,1.6583123951777,0.068937
1776901467.403858,5.0,1.5811388300841898,0.06267
1776901469.4504917,12.0,2.449489742783178,0.150408
1776901471.4655929,8.0,2.0,0.100272
1776901473.4839911,6.5,1.8027756377319946,0.081471
1776901475.50981,4.0,1.4142135623730951,0.050136
1776901477.538683,7.0,1.8708286933869707,0.087738
1776901479.517272,9.0,2.1213203435596424,0.112806
1776901481.5619328,9.0,2.1213203435596424,0.112806
1776901483.540079,12.5,2.5,0.156675
1776901485.5611093,10.5,2.29128784747792,0.131607
1776901487.5987017,7.0,1.8708286933869707,0.087738
1776901489.6188142,13.5,2.598076211353316,0.169209
1776901491.6418447,9.5,2.179449471770337,0.119073
1776901493.6468878,5.5,1.6583123951777,0.068937
1776901495.673109,7.5,1.9364916731037085,0.094005
1776901497.7213202,9.5,2.179449471770337,0.119073
1776901499.6932654,5.0,1.5811388300841898,0.06267
1776901501.7042801,11.5,2.3979157616563596,0.144141
1776901503.7508345,7.5,1.9364916731037085,0.094005
1776901505.7389379,4.0,1.4142135623730951,0.050136
1776901507.758952,4.5,1.5,0.056403
1776901509.774415,7.0,1.8708286933869707,0.087738
1776901511.80397,4.0,1.4142135623730951,0.050136
1776901513.8327022,9.0,2.1213203435596424,0.112806
