time,pm10 standard,pm25 standard,pm100 standard,pm10 env,pm25 env,pm100 env,03um,05um,10um,25um,50um,100um,temp,gas,humidity,pressure,altitude
1771459243.038433,0,0,0,0,0,0,87,29,4,1,0,0,43.6930859375,135953,11.988286757653908,1002.6623136789855,88.52500144081498
1771459245.0515187,0,0,0,0,0,0,87,29,4,1,0,0,43.71125,138725,11.974071846147536,1002.6560943205266,88.57722426727572
1771459247.064504,0,0,0,0,0,0,87,29,4,1,0,0,43.730390625,138400,11.989861492924621,1002.651453858728,88.61618955532444
1771459249.0775068,0,0,0,0,0,0,90,30,5,1,0,0,43.7536328125,139162,11.975859176751191,1002.6587941995597,88.55455383984712
1771459251.0905185,0,0,0,0,0,0,90,30,5,1,0,0,43.776484375,139272,11.966834292180444,1002.6583749965152,88.55807381364198
1771459253.1035783,0,0,0,0,0,0,90,30,5,1,0,0,43.79484375,139822,11.957619686986567,1002.6595894431427,88.54787632346006
1771459255.1165674,0,0,0,0,0,0,99,33,5,1,0,0,43.8130078125,140266,11.958384949183733,1002.6533605871955,88.60017901387346
1771459257.1295931,0,0,0,0,0,0,99,33,5,1,0,0,43.834296875,139822,11.954287395143652,1002.6557505472815,88.58011087659598
1771459259.142348,0,0,0,0,0,0,99,33,5,1,0,0,43.8579296875,139822,11.965273230896546,1002.6619317768085,88.52820819666054
1771459261.1553667,0,0,0,0,0,0,93,31,6,1,0,0,43.878046875,140044,11.946140643830606,1002.6517316348989,88.61385710479756
1771459263.1683638,0,0,0,0,0,0,93,31,6,1,0,0,43.906953125,140155,11.922384159048182,1002.6468440808661,88.65489733936282
1771459265.1814046,0,0,0,0,0,0,93,31,6,1,0,0,43.921015625,140377,11.898005606318605,1002.6375305670048,88.73310230297514
1771459267.1946523,0,0,0,0,0,0,93,31,6,1,0,0,43.9446484375,140488,11.88401683168614,1002.633011882906,88.7710456082109
1771459269.2076836,0,0,0,0,0,0,93,31,6,1,0,0,43.974140625,141727,11.875266333238876,1002.6290623245181,88.8042100889738
1771459271.2207947,0,0,0,0,0,0,93,31,6,1,0,0,44.001484375,140488,11.851446210969586,1002.6323237193085,88.77682411711902
1771459273.2338428,0,0,0,0,0,0,75,25,3,1,0,0,44.0190625,141613,11.847188611865048,1002.639382748364,88.71754961100744
1771459275.246804,0,0,0,0,0,0,75,25,3,1,0,0,44.0383984375,142068,11.843004234703063,1002.6314646019969,88.78403812866912
1771459277.259267,0,0,0,0,0,0,75,25,3,1,0,0,44.055390625,141274,11.84870782125583,1002.6340088449393,88.76267412489482
1771459279.2707727,0,0,0,0,0,0,75,25,3,0,0,0,44.0721875,141387,11.854404095838872,1002.6344537711319,88.75893808490406
1771459281.283258,0,0,0,0,0,0,75,25,3,0,0,0,44.0878125,142411,11.840076783904724,1002.6312192961319,88.78609796393135
1771459283.2963133,0,0,0,0,0,0,75,25,3,0,0,0,44.0985546875,142641,11.825546001708956,1002.6272126648254,88.81974173604102
1771459285.3093066,0,0,0,0,0,0,87,28,3,0,0,0,44.113203125,142411,11.826157732154913,1002.631307258659,88.78535934186135
1771459287.3223464,0,0,0,0,0,0,87,28,3,0,0,0,44.124140625,142641,11.816628170635088,1002.6383087716156,88.7265677474983
1771459289.3340738,0,0,0,0,0,0,87,28,3,0,0,0,44.12609375,143103,11.796739325938407,1002.6361217792498,88.74493185235401
1771459291.345898,0,0,0,0,0,0,81,26,3,0,0,0,44.1337109375,142411,11.76211578235963,1002.6395335450962,88.71628337797034
1771459293.3589096,0,0,0,0,0,0,81,26,3,0,0,0,44.1399609375,143219,11.762375526157058,1002.6371686900336,88.73614097198414
1771459295.3708045,0,0,0,0,0,0,81,26,3,0,0,0,44.150703125,142987,11.772804634007374,1002.6349416042124,88.75484175781871

